サシノボ	差し昇	776		501	-18.5488
サンジシン	さん自身	1302	1285	17	-11.8071
サンジュウキュウサイ	39歳	1288		46	-12.1203
サカノボリ	遡り	788		94	-10.0434
サシアタロ	差し当ろ	778		501	-18.5469
サンリョウ	三療	1285		501	-18.4612
サカホコアキヒロ	逆鉾昭廣	1289		122	-20.5330
ササグチ	笹口	1290		450	-15.3089
サイキンウチ	最近うち	1314	1313	17	-13.5405
サンジュウゴカイ	35回	1288		134	-12.8940
サクセヨ	さくせよ	589		501	-11.8020
サカモトキュウ	坂本九	1289		223	-12.5985
サンオツカレサマ	さんおつかれさま	1302	1287	17	-13.4913
サイムセイリ	債務整理	1288		12	-13.9308
サンライブ	さんライブ	1302	1285	17	-13.4677
サイ	査衣	1285		501	-18.6282
サンジュウゴシュ	35種	1288		218	-13.9572
サイシュウショブンジョウ	最終処分場	1288		102	-13.9182
サイ	妻	1285		97	-8.9702
サガシモトメン	探し求めん	620		438	-12.4736
サシカエレ	差換えれ	617		501	-18.9343
サカノボン	溯ん	782		249	-15.1269
サミュエル		1291		255	-11.3397
サユウノ	左右の	1283	368	17	-11.4366
サシツグ	指し継ぐ	723		501	-16.2392
サガシアテン	捜し当てん	620		501	-17.1529
サン	潺	1288		501	
サイワイ	幸い	1281		282	-17.8069
サヌ	狭野	1293		501	-17.7008
サンガツフツカ	3月2日	1288		195	-11.4671
サンシュツエン	さん出演	1302	1283	17	-13.0351
サシトコロ	刺しところ	1285		501	-18.7236
サイト	彩都	1289		18	-13.4310
サシノボリ	差昇り	788		501	-18.5506
サイバシッ	才走っ	786		501	-18.2359
サダタロウ	禎太郎	1291		501	-18.1724
サワギ	騒ぎ	1285		282	-11.6459
サンコウシン	産構審	1285		501	-18.6282
サマス	覚す	731		501	-16.5067
サシオサエ	差し押さえ	625		52	-13.1731
サイダイシンド	最大震度	1288		425	-14.6767
サンプラス		1290		178	-13.0357
サトウジュンイチ	佐藤順一	1289		96	-13.8117
サトロ	悟ろ	778		438	-10.6739
サノスケ	左之助	1291		74	-12.6533
サムライドコロトウニン	侍所頭人	1288		501	-14.7400
サド	佐渡	1293		404	-10.9696
サセラレル	させられる	605	870	17	-10.6030
サケノン	酒飲ん	1285	766	17	-11.3694
サワモト	sawamoto	1290		501	-16.7058
サガン	退ん	782		501	-18.5466
サイゴダ	最後だ	1285	453	17	-11.3369
サワタニ	沢谷	1290		501	-16.3492
サカサ	咲かさ	733		147	-13.1363
サトリャ	悟りゃ	770		438	-10.6735
サビシミ	寂しみ	1285		501	-18.7236
サマヨッ	彷徨っ	829		501	-11.0651
サイバシン	才走ん	782		501	-18.2101
サシチガイ	差し違い	1285		501	-18.7236
サバケグチ	捌け口	1285		126	-16.6770
サイケッショウ	再結晶	1288		405	-14.1709
サザビーズ		1292		181	-13.2557
ササハラ	笹原	1290		330	-13.2500
サシオサエヨ	差押えよ	624		501	-18.4631
サシコマ	差し込ま	764		379	-9.9147
サマァッ	さまぁっ	1298		501	-17.6000
サンゼンケイ	3000系	1288		426	-12.2935
サクラガ	桜	1288		501	
サ	嵯	1288		501	
サクヒンノ	作品の	1285	368	17	-9.4724
サゲ	下げ	1285		276	-12.5148
サバンナ		1285		138	-12.8006
サトセロ	諭せろ	623		501	-16.9970
サン・フアン		1288		400	-14.8790
サンフランシスコ	桑港	1293		229	-17.7008
サシロウ	佐四郎	1291		501	-16.5629
サカシキ	賢しき	44		501	-17.5379
サワヤカ	爽か	1287		501	-17.8935
サゲンタ	左源太	1291		148	-14.9143
サンネンビーグミキンパチセンセイ	3年B組金八先生	1288		122	-13.5452
サズケレ	授けれ	617		438	-10.7679
サ	教	1288		501	
サトウジロウ	佐藤二朗	1289		150	-13.8807
サビツク	錆付く	695		501	-14.6770
サガシモトメヨ	探し求めよ	621		438	-12.4765
サワゾコ	沢底	1285		501	-18.7236
サン	慙	1288		501	
サチコ	早知子	1291		501	-18.1724
