ナメヨ	嘗めよ	624		147	-14.0446
ナエリャ	萎えりゃ	618		501	-10.7693
ナオッタ	治った	786	435	17	-11.1770
ナントモ	何とも	1281		420	-10.1951
ナンダヨ	なんだよ	1306	288	17	-9.5409
ナデツケル	撫付ける	619		501	-18.6535
ナマナマシイ	なまなましい	19		501	-18.5107
ナゲウツ	投げうつ	738		501	-16.7405
ナノニ	なのに	555		420	-9.9333
ナレバイイ	なればいい	768	131	17	-11.2208
ナッテオモイ	なって思い	275	832	17	-10.8832
ナンキョク	難局	1285		282	-13.9978
ナイクン	内君	1285		501	-18.6282
ナナセ	七世	1291		399	-13.0985
ナオノジョウ	直之丞	1291		501	-18.1724
ナソウ	なそう	275	1282	17	-11.2551
ナラセリャ	慣らせりゃ	618		501	-16.5473
ナンラ	何ら	1281		468	-10.7131
ナアテ	なあて	1285		501	-15.3878
ナニヤカン	何やかん	1306	1285	17	-12.8654
ナガツタ	長津田	1293		321	-14.0791
ナリヒビキ	鳴り響き	689		471	-10.9014
ナンジャ	なんじゃ	1306	334	17	-10.7581
ナッチャイマス	なっちゃいます	786	491	17	-10.8624
ナガボウ	長棒	1285		501	-18.6282
ナカムラユリ	中村ゆり	1289		122	-12.2640
ナスリツケン	なすりつけん	620		418	-13.5039
ナキカナシム	哭泣む	762		501	-17.1905
ナナコ	七菜子	1291		501	-16.4616
ナイコウ	内港	1285		176	-18.6282
ナガラエル	永らえる	619		501	-14.1177
ナキサワグ	啼き騒ぐ	723		501	-16.2392
ナミダグマシカロ	なみだぐましかろ	46		501	-17.5378
ナオミキ	直幹	1291		285	-14.7449
ナキベソ	泣きべそ	1285		501	-18.7236
ナイシンノジユウ	内心の自由	1288		501	-14.8047
ナガメタノシム	眺め楽しむ	762		501	-17.1905
ナエナエ	萎え萎え	1281		501	-13.9629
ナリタ	成田	1293		473	-10.0240
ナンシキテニス	軟式テニス	1288		362	-14.8156
ナイノデス	ないのです	473	460	17	-9.4953
ナオエ	尚恵	1291		501	-18.1724
ナキイデル	鳴き出でる	619		501	-18.6535
ナキフセロ	泣き伏せろ	623		501	-18.2741
ナリナカ	成仲	1291		501	-18.1724
ナグサメル	慰める	619		438	-11.1179
ナナジュウニジカン	72時間	1288		317	-13.3439
ナリテ	なりて	1285		495	-14.2901
ナキツク	泣きつく	679		241	-11.9777
ナマッチロカレ	なまっちろかれ	29		501	-17.6792
ナヒ	な日	454	1313	17	-10.3474
ナチスシンエイタイ	ナチス親衛隊	1288		188	-14.7070
ナイマゼ	綯交ぜ	1285		501	-18.7236
ナナミヒロキ	七海ひろき	1289		122	-16.3330
ナヅケ	名付	1285		301	-18.7236
ナカツカサ	中司	1290		76	-15.3784
ナイダロウシ	ないだろうし	473	304	17	-10.9777
ナナシ	名梨	1290		501	-17.7354
ナッテマシ	なってまし	786	501	17	-10.7364
ナカドマリ	中泊	1293		501	-15.7549
ナリ	晴	1288		501	
ナデン	なでん	620		418	-11.8286
ナオシマ	直嶋	1290		501	-15.0011
ナキツケ	泣きつけ	675		241	-11.9819
ナカゾノ	中園	1290		49	-17.7354
ナゲコメ	投げ込め	622		501	-16.5997
ナカムラタマオ	中村玉緒	1289		477	-13.5265
ナンカイ	南海	1285		473	-17.4708
ナマワカメ	生わかめ	1285		501	-18.7236
ナマッチレエ	生っちれえ	19		501	-18.2032
ナダメヨ	なだめよ	624		438	-12.0445
ナカタロウ	仲太郎	1291		501	-15.3392
ナンコウ	南紅	1288		501	-18.5231
ナマヅメ	生爪	1285		501	-16.6073
ナレナレシイ	馴馴しい	19		501	-18.5107
ナガラノ	ながらの	314	368	17	-11.0805
ナキツカ	泣きつか	683		241	-11.9936
ナミダモロシ	なみだもろし	23		501	-17.6801
